topic_id,category_id,post_count,avg_score
564842,7,1,37.4
564861,7,9,230.6222222222222
564881,7,3,533.4
564902,21,1,612.4
56495,8,5,148.72000000000003
564974,8,3,103.86666666666667
564997,8,9,5922.022222222222
5649,8,6,156.73333333333335
565054,7,3,1012.3333333333334
565067,7,1,304.0
565091,8,7,314.3428571428572
565094,7,3,766.4666666666668
565099,19,1,120.6
565113,31,2,158.1
565125,14,4,1033.75
565142,20,1,21.8
565187,8,13,1089.8
5651,7,2,1128.8
565222,7,2,182.8
565248,21,1,294.2
565333,19,1,41.0
565345,7,3,37.86666666666667
565347,7,1,12.2
565355,7,5,863.64
565360,7,2,238.4
565395,7,1,63.2
565403,7,1,499.2
565412,7,22,150.2090909090909
565444,7,3,2323.4666666666667
565451,7,14,1304.6714285714286
565480,20,2,132.9
565490,21,17,202.98823529411763
565499,33,72,1551.0666666666662
565503,7,2,2811.1
565507,7,4,79.8
565513,7,1,163.6
565519,19,1,491.6
565550,21,8,9706.775000000001
565556,7,7,10921.057142857144
565566,7,2,162.6
565612,20,1,32.8
565657,20,4,318.0
565682,33,3,1610.1333333333334
565708,8,5,137.72000000000003
565715,7,2,169.29999999999998
565780,30,4,2131.2000000000003
565784,19,4,13.45
565793,19,1,46.4
565813,8,2,517.9
565841,21,3,11.333333333333334
565846,19,2,279.1
565915,7,9,3269.5777777777785
565945,7,2,102.4
565958,21,3,214.93333333333337
565963,8,4,454.50000000000006
566004,7,3,16.066666666666666
566033,7,1,541.0
5660,8,5,1840.9199999999996
566136,8,5,76.16
566158,7,4,6085.150000000001
566182,19,1,971.4
566187,7,2,91.80000000000001
566215,33,1,77.4
566217,7,1,172.8
566225,33,1,58.8
566304,7,17,233.75294117647056
566336,7,2,34.3
566348,21,2,891.6999999999999
566396,20,9,286.57777777777784
566413,19,1,255.8
566429,20,3,379.59999999999997
566430,7,8,1510.325
566434,7,10,2324.6400000000003
56645,19,2,2438.8
566494,7,2,232.60000000000002
566505,7,5,1924.8
566545,20,1,168.0
566567,7,1,29.8
566568,30,15,471.2799999999999
566619,7,1,125.6
566643,20,6,54.03333333333333
566646,7,5,75.84
566648,7,2,2199.8
566655,21,3,151.79999999999998
566658,7,3,47.53333333333333
56667,7,21,2730.3523809523817
566692,19,39,61.476923076923086
566696,30,17,869.505882352941
566719,8,7,121.02857142857144
566737,20,2,433.9
566743,20,5,496.7200000000001
566748,7,8,493.0
566754,7,31,690.651612903226
566762,20,6,540.6333333333333
5667,8,30,161.9
566812,33,2,545.0
566841,33,2,124.3
56684,19,29,13835.634482758625
566871,19,1,32.0
566911,7,11,258.96363636363634
566943,7,10,302.19999999999993
566964,21,17,426.364705882353
566983,19,4,32.800000000000004
567014,21,1,180.4
567018,32,7,226.17142857142858
567050,7,3,208.79999999999998
567078,19,3,86.13333333333333
567090,8,8,60.85
567107,7,4,2395.6
567110,21,8,629.55
567159,7,1,632.2
567168,7,2,37.800000000000004
567204,7,1,139.4
567234,7,3,4057.3999999999996
567261,7,1,799.4
567268,30,5,120.44000000000001
567285,7,4,68.45
567331,33,4,311.3
567342,20,10,271.62
567358,7,2,275.8
567389,8,2,341.9
567414,7,4,102.30000000000001
567430,21,1,498.4
567434,7,1,1128.6
567470,7,1,52.8
567504,7,1,477.2
567510,7,1,1087.8
567516,7,1,653.4
567542,7,1,258.0
567555,21,1,3386.0
567556,7,1,13.2
567567,32,7,123.19999999999997
567576,7,11,176.54545454545453
567592,21,1,48.4
567598,7,4,1102.55
567647,7,3,165.0
567689,19,3,818.6
567703,7,3,8.066666666666666
567740,30,10,176.62
567750,33,6,143.06666666666666
567757,7,2,87.4
567778,7,2,2667.0
567809,7,18,645.0222222222222
567812,7,2,1363.6000000000001
567820,7,2,772.5999999999999
567828,7,1,252.6
567840,7,6,39.1
567881,7,1,325.2
567895,33,1,317.8
567934,21,2,148.2
567939,7,1,343.8
567963,21,3,160.33333333333334
568015,7,2,183.29999999999998
568027,7,3,387.73333333333335
568051,7,4,141.5
568082,19,3,6.066666666666666
568170,21,5,184.15999999999997
568182,7,1,249.8
568183,7,1,1965.2
568188,19,1,31.6
568243,7,2,29.9
568304,7,2,780.9000000000001
568314,30,1,194.0
568319,7,4,817.0
568373,7,2,21.1
568375,7,1,189.6
5683,21,3,309.46666666666664
568422,19,4,4.85
568449,7,9,192.99999999999997
568466,21,2,260.0
568474,19,35,353.6457142857141
568478,20,11,281.36363636363643
568558,33,2,686.0
568564,20,1,519.0
568569,20,6,303.3
568573,21,4,3282.5500000000006
568588,30,3,209.4
568611,31,3,273.06666666666666
568618,8,7,65.97142857142858
568638,7,2,395.1
568691,7,2,320.9
568704,19,4,23.899999999999995
568723,21,5,77.76
568728,21,83,37.31325301204819
568735,33,9,704.9777777777776
568737,19,1,16.6
568769,7,2,154.3
568789,7,8,177.1
5687,21,1,108.6
568872,19,6,265.53333333333336
568905,7,5,320.04
568906,8,2,17.700000000000003
568923,19,7,380.91428571428565
568946,21,4,128.5
568989,7,6,216.03333333333333
5689,21,3,80.33333333333333
568,21,18,73.7
569043,7,3,86.73333333333333
569057,20,9,293.8444444444445
569064,19,1,356.2
569075,33,2,140.0
56909,8,4,174.35
569104,8,5,239.32000000000002
569112,7,29,143.53793103448274
569114,7,10,359.56000000000006
569125,30,7,375.6
569138,7,7,105.34285714285716
569158,33,3,93.66666666666667
569234,7,3,78.0
569257,19,3,58.4
569298,7,1,306.2
569332,33,4,73.5
569333,21,6,31.633333333333336
569381,33,2,604.9
569383,7,2,1185.5
569395,7,2,479.3
5693,21,7,414.4000000000001
569408,21,3,1628.6666666666663
569473,8,7,1324.8
569476,21,1,232.6
569484,20,32,372.2937500000001
569544,7,8,1278.625
5695,21,2,131.4
569610,30,6,686.3333333333334
569616,20,2,166.4
56961,19,20,1937.5899999999997
56964,19,2,49.8
569684,19,4,850.3
569703,21,1,299.2
569742,31,1,36.6
569758,21,2,273.5
569769,7,1,465.0
569790,7,13,260.09230769230766
569806,20,1,77.8
569813,7,1,19.6
569825,20,2,1766.8
569888,21,3,1527.3999999999999
5698,8,13,2440.276923076923
569909,20,2,130.6
569918,7,3,74.0
569920,19,2,44.4
569930,7,3,190.66666666666663
569940,20,1,395.0
569943,21,14,163.84285714285716
569969,19,4,39.349999999999994
569971,19,4,550.9
570034,7,6,82.2
570078,19,5,16.56
570089,20,1,1139.2
570108,33,2,272.0
570152,30,2,158.60000000000002
570159,21,4,306.8
570215,7,10,84.24000000000001
570237,7,1,278.8
570238,7,6,198.9
5702,21,7,93.6857142857143
570314,19,2,2334.1000000000004
570326,20,1,69.2
570385,7,3,255.73333333333332
570398,7,1,119.8
570436,7,5,82.92
570504,7,7,80.68571428571427
570548,7,2,144.9
570554,7,2,1624.3
570584,7,4,16.099999999999998
5705,7,5,77.67999999999999
570621,7,3,177.9333333333333
57062,19,52,575.3307692307694
570638,7,7,589.7142857142857
570654,8,29,616.848275862069
570661,7,5,40.28
570687,8,1,234.8
570695,21,4,47.25
570728,7,4,29.800000000000004
570741,7,1,4096.0
570749,21,2,249.5
570754,21,4,604.4
570837,21,3,278.6
570848,7,1,64.4
570849,8,2,2065.6
57087,19,1,18.6
570970,19,5,82.08
571083,7,2,446.6
571100,19,2,58.6
571101,7,1,17.4
571113,7,5,725.8
571125,7,6,777.6666666666666
571126,19,4,752.8000000000001
571145,20,11,312.81818181818187
571178,7,3,91.53333333333332
571180,7,76,116.73684210526318
571275,21,11,600.8909090909091
571276,21,1,263.6
571281,7,3,47.199999999999996
571297,7,2,14.5
571345,30,8,159.97499999999997
571354,7,4,29.5
571371,7,4,129.55
571372,7,8,1517.3000000000002
571382,7,2,729.1
57140,19,8,345.825
571512,19,1,866.6
571519,21,1,86.6
571562,19,1,0.8
571577,31,1,1625.8
57158,8,2,13.799999999999999
571602,8,4,191.04999999999998
571638,19,6,618.3666666666667
571639,7,1,3815.8
571726,14,1,25.4
571736,7,3,536.1333333333333
571739,8,6,4320.866666666668
571745,7,10,1243.94
571833,19,3,967.2666666666668
571834,7,1,98.0
571839,7,1,1733.2
571871,7,1,263.6
571876,14,3,3055.533333333333
571879,14,4,45.25
571900,33,8,695.5999999999999
571942,7,5,135.8
571966,7,1,123.4
571982,7,4,1096.5
571989,7,1,693.8
572008,33,5,272.0
572026,33,2,136.7
572050,7,7,98.88571428571427
572051,7,1,58.2
572061,7,2,780.1
572062,33,2,98.7
572068,31,14,178.12857142857143
572075,7,10,64.6
5720,21,2,87.2
572165,21,7,68.8
572173,7,2,145.2
572197,7,4,782.2
572200,19,2,85.8
572214,7,4,45.849999999999994
57227,21,1,359.0
572288,30,3,2223.4
572339,7,6,775.5666666666667
572361,30,3,293.46666666666664
572386,30,9,1274.4222222222224
572394,33,8,67.15
572395,8,3,2182.9333333333334
5723,7,2,198.79999999999998
572410,21,2,26.5
572431,8,2,593.5
572481,7,8,415.525
572498,7,1,93.2
572520,7,1,204.2
572527,7,1,428.6
572557,33,1,174.4
572578,7,1,334.2
572595,19,3,2503.5333333333333
572597,7,1,313.4
5725,7,4,637.6
572619,20,2,18.1
572636,21,41,217.8341463414635
572661,8,6,550.8666666666667
572663,7,1,163.0
572683,33,7,1375.3714285714284
57268,7,1,113.4
572695,8,4,69.7
572699,30,2,51.8
5726,7,6,125.53333333333332
572700,33,4,947.7
572718,20,1,64.8
572742,7,1,360.0
572754,19,4,1468.7000000000003
572766,19,4,15.3
572776,7,5,290.6
572804,7,4,81.8
572818,30,5,38.919999999999995
572857,30,6,318.8
572874,7,1,88.4
572878,7,3,1401.8666666666666
572896,20,1,270.0
572908,7,3,45.73333333333333
572913,19,8,9885.424999999997
572938,7,4,178.15
573010,21,1,91.6
573027,7,2,800.7
573028,7,2,2113.1
573076,33,5,246.95999999999998
573083,30,7,486.68571428571425
573093,31,4,165.75
573110,7,6,6179.5999999999985
573129,21,3,105.2
573145,7,4,193.35000000000002
573154,33,1,188.8
573182,19,1,96.4
573193,7,11,334.6545454545454
573214,7,1,92.6
573270,7,7,27.45714285714286
573289,7,2,2260.5
5732,8,4,55.0
573301,21,2,255.6
573315,7,6,98.33333333333333
573322,21,5,879.5600000000001
573340,30,13,182.4615384615385
573354,33,14,61.14285714285715
573409,7,6,4999.433333333333
573413,21,9,275.6888888888889
57342,19,2,325.5
573475,7,2,1503.6999999999998
573484,33,3,100.93333333333334
573518,21,72,161.70277777777764
57351,7,6,686.8000000000001
573522,19,2,139.10000000000002
573543,21,6,154.16666666666666
573601,7,5,4800.12
573622,19,2,46.2
573629,19,3,131.13333333333333
573644,14,4,508.90000000000003
573663,8,3,84.0
573668,19,1,6.0
573676,7,1,103.2
573691,7,6,1032.0333333333335
573723,33,54,113.83333333333333
573750,7,3,136.46666666666667
573755,7,4,317.65
573757,20,6,812.9
573790,7,5,933.72
573795,7,8,626.15
573838,7,5,1906.64
573903,7,1,7.6
573906,33,7,691.6000000000001
573968,27,1,25.0
573990,7,3,2324.6666666666665
574003,20,3,330.53333333333336
574073,7,4,387.85
574099,8,9,68.24444444444444
574104,7,3,118.99999999999999
574128,7,2,458.59999999999997
574134,33,5,322.12000000000006
574160,7,6,238.10000000000002
574162,19,6,1513.5666666666668
574214,20,4,837.6500000000001
574217,33,16,582.8124999999999
574222,7,4,481.8
574246,30,1,73.4
574281,19,8,65.50000000000001
574348,30,6,678.9
574366,7,1,1346.4
574375,7,2,4275.400000000001
574405,7,4,423.35
574451,7,15,261.4533333333333
574476,20,10,37.8
574478,7,2,534.6999999999999
574493,33,1,77.4
574494,7,7,19.542857142857144
5744,8,2,250.2
574525,8,5,138.2
574549,8,3,22.933333333333337
574580,7,6,470.86666666666673
574581,7,8,194.54999999999998
5745,8,2,55.3
574617,7,2,6366.2
574639,21,2,168.6
574647,7,1,275.0
574669,19,1,132.0
574675,21,5,67.0
574680,7,8,38.25000000000001
574681,7,3,480.2
574693,7,7,487.19999999999993
574776,19,3,87.73333333333333
574777,30,6,147.20000000000002
5747,7,40,123.68000000000004
574819,7,10,4003.8399999999992
574837,7,3,408.59999999999997
574856,7,2,1429.3999999999999
574875,31,1,27.6
574877,30,2,113.60000000000001
574910,7,5,260.12
574935,7,3,25.066666666666663
574947,7,1,4395.2
574952,8,2,599.1
574960,21,6,1459.333333333333
574965,8,3,1392.7333333333333
574976,19,1,41.2
575000,21,3,643.5333333333333
575015,7,7,313.42857142857144
575020,7,8,1873.15
575021,19,2,770.0999999999999
575030,30,2,76.7
575036,33,1,86.6
575048,33,8,276.2
575059,7,3,2110.7333333333336
575077,21,2,26.7
575103,7,3,128.0666666666667
575105,7,11,955.2181818181817
575136,33,11,163.67272727272726
575137,7,2,605.1
575163,19,3,61.26666666666666
575196,7,3,342.40000000000003
575231,7,1,33.0
575236,7,6,142.6
575239,19,4,446.3500000000001
575261,7,4,684.0
575273,31,3,81.06666666666666
575309,7,1,193.6
575338,8,3,2155.733333333333
575360,19,2,234.6
575385,7,9,4962.155555555555
575412,7,4,95.1
575427,7,5,113.03999999999999
575431,7,2,159.5
575437,7,9,8538.266666666668
575480,19,1,56.2
575499,21,5,102.71999999999998
575508,8,2,220.9
57551,7,1,74.8
575530,8,7,47.4
575538,7,11,16984.472727272732
575555,7,2,2391.6000000000004
575564,31,4,50.04999999999999
575566,33,7,111.45714285714283
575570,7,3,196.26666666666665
575572,8,3,1693.3999999999999
575603,7,2,689.0999999999999
575610,19,2,1327.1000000000001
575647,20,1,139.4
575677,7,10,119.63999999999999
575718,33,7,1487.6571428571428
575747,7,23,2088.382608695653
575755,7,1,32.8
575766,7,8,859.3999999999999
575778,7,4,114.10000000000001
575779,22,2,198.4
575790,21,4,173.0
575794,33,1,2204.6
575807,7,13,2244.7230769230773
57591,8,2,824.2
575940,31,4,42.0
575985,21,4,111.3
575999,33,5,177.2
5759,21,5,34.239999999999995
576004,20,1,18.6
576072,33,4,775.6000000000001
576088,21,5,283.0
576131,7,4,479.2
576154,30,1,662.8
576161,20,1,222.8
57618,19,6,298.90000000000003
576225,7,6,1229.2333333333333
576237,7,1,86.6
576244,14,6,47.29999999999999
576251,7,2,68.4
576255,7,6,208.6
576264,7,9,787.4888888888888
576273,32,15,1465.2400000000007
576274,20,1,68.0
576294,7,12,1153.1166666666668
576303,7,15,818.8133333333334
576304,7,3,85.39999999999999
576340,7,10,103.53999999999999
576342,7,21,242.76190476190476
576353,30,2,158.39999999999998
576354,31,2,20.900000000000002
576366,7,8,1153.1999999999998
576380,21,31,92.81290322580647
576405,7,4,751.3000000000001
576427,7,4,1963.35
576431,31,5,48.28
576439,7,3,1166.4
57643,7,1,1508.4
576456,7,2,153.3
576485,7,3,341.1333333333333
576544,19,2,178.6
576547,7,5,759.8
576561,19,2,311.9
576584,7,6,2378.9333333333334
576622,19,2,375.0
576700,21,4,1162.35
576721,7,10,274.6
576730,7,10,142.45999999999998
576735,19,2,7591.6
576736,33,33,112.72727272727272
576788,7,3,917.1999999999999
57678,19,12,124.3
5767,7,2,92.8
576826,7,4,19.5
576828,7,3,399.8
576847,33,2,84.8
5768,8,2,40.6
576957,7,6,106.09999999999998
576979,19,4,731.7500000000001
576994,19,2,465.6
577000,7,3,247.86666666666667
577005,7,5,1126.2400000000002
577039,7,1,952.0
57703,7,8,2237.0000000000005
577045,21,5,16.96
577056,21,9,445.6444444444444
577058,7,3,185.20000000000002
5770,21,2,70.5
577160,7,4,136.3
577161,21,15,1098.36
577168,7,1,109.2
577192,7,3,243.73333333333335
577199,19,4,114.89999999999999
577207,30,4,2157.5499999999997
577210,19,14,613.7428571428571
577247,19,3,294.8
577266,8,12,141.11666666666667
577288,7,2,97.8
577290,7,2,10127.0
577297,21,1,307.4
577303,20,3,161.73333333333332
577306,7,4,324.9
57732,7,3,118.39999999999998
57733,7,8,217.475
577345,7,6,148.03333333333333
577387,7,2,306.2
577433,21,1,538.2
577491,7,4,848.9
57749,7,2,49.8
577507,20,7,695.0285714285714
577514,7,1,98.0
577521,7,6,833.0333333333334
577565,8,4,1079.8999999999999
577584,7,9,1278.2666666666664
577609,7,3,60.0
577614,7,2,1163.6
577694,7,6,2446.233333333333
577736,20,2,147.1
577748,33,7,267.14285714285717
57774,8,1,119.4
577784,7,4,245.70000000000002
577798,20,7,754.8000000000002
577833,7,3,1928.8666666666666
577840,21,2,1092.4
577855,21,6,299.4
57785,21,3,1188.9333333333334
577875,7,3,144.13333333333333
57787,7,2,35.900000000000006
5778,6,56,221.69285714285706
577901,8,4,2054.9
577904,21,4,49.15
577906,7,7,2908.571428571428
577927,20,1,136.0
577929,21,3,23.86666666666667
577930,20,3,336.46666666666664
577934,19,5,81.88000000000001
577944,7,3,658.4
577945,19,2,11.1
57794,7,3,108.73333333333335
577957,19,1,104.4
577995,7,12,297.4166666666667
578008,21,6,3340.566666666666
578010,19,3,8130.333333333333
578014,22,23,266.9304347826087
578020,32,7,1404.6000000000001
578031,31,9,242.93333333333328
578032,7,3,778.6666666666666
578039,31,3,27.400000000000002
578047,20,9,466.37777777777774
578053,7,6,333.73333333333335
578054,7,8,432.125
578058,8,3,295.7333333333333
578066,31,16,192.51249999999993
578089,21,5,3103.24
578092,22,7,21.571428571428573
578116,7,5,49.2
578117,7,3,1804.8666666666668
578125,19,1,887.4
578126,7,7,201.22857142857143
578129,19,1,77.0
578131,7,4,869.9000000000001
578135,7,1,260.6
578136,8,9,366.53333333333336
578139,20,5,189.11999999999998
578148,7,7,523.8857142857144
578149,21,1,474.8
578154,19,6,92.83333333333336
578166,7,32,1641.7875
578171,7,9,484.13333333333344
578172,7,9,1225.3999999999996
578179,7,1,344.6
578181,19,11,43.181818181818194
578186,7,6,1354.0666666666668
578189,7,7,2006.2
578192,20,7,126.11428571428573
578203,7,3,242.39999999999998
578207,8,2,395.0
578219,19,2,39.1
57823,19,13,187.3692307692307
578241,7,11,601.5090909090909
578248,7,4,826.4
578255,20,4,367.90000000000003
578276,7,9,687.8666666666668
578279,7,12,45.25000000000001
578291,33,2,2477.9
578292,21,10,489.35999999999984
578303,7,8,25.675
578305,7,3,615.0
578321,7,2,1276.4
578322,30,17,322.97647058823526
578337,27,8,7986.25
578340,21,2,1048.5
578347,7,8,3765.0499999999997
578350,33,8,82.025
578351,20,2,105.6
578352,27,4,82.80000000000001
578354,7,6,1282.0666666666666
578366,7,3,557.6666666666667
578382,7,4,514.15
578384,20,3,591.8000000000001
578389,33,9,69.86666666666667
578390,33,7,52.77142857142858
578397,21,5,4394.4800000000005
578405,19,3,285.46666666666664
578406,7,4,529.75
578418,21,12,3320.316666666667
578426,7,3,1570.733333333333
578431,7,2,561.5
578434,33,5,83.96000000000001
578436,19,1,71.8
578439,7,5,872.0
578469,7,7,979.8285714285715
578471,7,34,58.488235294117636
578473,30,2,40.6
578479,33,11,267.3272727272727
578482,8,1,215.2
578489,33,1,64.4
578498,7,25,1505.7279999999996
578504,33,2,514.0
578520,20,8,143.125
578521,20,3,18.2
578522,33,13,254.7846153846154
578524,7,4,425.05
578525,20,8,337.6
578533,19,2,121.8
578537,7,12,817.1166666666667
578555,20,10,253.17999999999998
578556,7,12,369.5999999999999
578564,8,3,88.33333333333333
578568,20,3,105.46666666666668
578569,31,1,43.2
578571,7,9,1284.2222222222224
578575,7,3,679.4
578576,20,56,359.0142857142859
578586,7,7,2210.9428571428575
578607,20,14,1223.5285714285715
578608,8,5,468.44000000000005
578609,7,5,821.0799999999999
578610,33,3,770.4
578620,32,9,118.19999999999999
578626,31,4,401.6
578632,30,4,78.7
578636,7,3,1192.5333333333335
578639,7,2,872.0
578640,33,39,115.57435897435899
578642,33,7,1243.5714285714287
578645,19,3,57.93333333333333
578648,7,3,242.26666666666665
578653,7,1,134.0
578654,33,1,251.2
578657,7,9,263.55555555555554
578660,7,5,504.44000000000005
578663,19,2,6633.700000000001
578671,33,9,71.62222222222222
578672,33,5,527.64
578674,7,19,111.85263157894741
578677,33,11,3804.0545454545454
578683,7,1,745.8
578694,7,2,665.6
578695,19,3,644.4
578696,7,5,452.7600000000001
578697,33,7,93.4
578699,33,2,455.1
578700,19,1,42.0
578701,7,8,409.7749999999999
578711,31,5,59.639999999999986
578714,19,2,655.7
578718,7,1,370.6
578723,33,3,146.6
578725,33,7,319.2857142857142
578726,7,5,138.28000000000003
578727,30,33,192.07878787878792
578733,7,1,165.6
578743,30,1,74.6
578745,7,30,439.4199999999999
578747,33,4,786.9500000000002
578758,21,6,1367.5999999999997
578769,30,1,53.4
578772,33,10,163.96
578773,7,7,1785.142857142857
578776,33,6,142.53333333333333
578780,20,4,275.30000000000007
578786,33,4,160.60000000000002
578788,7,1,24.2
578789,7,6,71.33333333333333
578791,7,2,831.9
578792,7,4,2440.95
578794,19,2,2547.1
578801,7,2,1334.6
578805,8,4,391.65
578824,21,3,28.66666666666667
578833,21,1,194.6
578844,8,5,103.67999999999999
578859,20,5,95.16
578861,7,14,72.04285714285714
578862,7,2,1540.3000000000002
578874,19,2,1287.5
578929,8,8,4062.275
578950,7,2,431.4
57895,7,2,336.4
578970,21,1,409.2
578987,19,2,58.3
579004,7,2,533.6
57902,7,3,70.73333333333333
579030,7,1,117.0
579044,7,2,371.8
579053,31,1,249.0
579073,31,1,442.8
579112,7,4,170.75
579114,7,3,230.73333333333335
579115,7,7,62.99999999999999
579118,7,14,1592.4857142857143
579170,7,2,800.3000000000001
579176,19,19,1012.8315789473686
579210,19,2,80.9
579221,21,2,175.20000000000002
579268,7,9,26406.733333333334
579280,33,6,603.5666666666667
579283,7,7,125.6
579293,30,2,143.0
579305,31,6,180.5333333333333
579312,7,2,127.0
579325,8,2,207.4
579334,7,2,100.69999999999999
579335,7,7,459.14285714285705
579361,30,8,781.3500000000001
579369,21,17,754.6
579389,21,3,65.53333333333333
579437,20,2,308.1
579446,20,2,3165.0
579464,7,9,184.60000000000002
579500,7,13,228.90769230769234
579561,30,4,492.55
579615,7,2,22.200000000000003
579653,30,3,711.6666666666666
579676,7,18,206.22222222222226
579677,7,6,214.8333333333333
579678,7,3,1572.6666666666667
579684,7,6,1079.3999999999999
579695,7,8,329.95000000000005
579705,20,37,171.3027027027027
57977,7,4,890.1500000000001
579783,7,3,49.400000000000006
579784,19,5,97.08
579805,7,7,60.11428571428571
579862,33,2,209.9
579894,7,1,127.2
579895,32,6,785.7333333333332
579902,20,1,1019.6
579913,8,2,317.3
579919,33,1,1543.4
579934,7,1,3095.8
579951,7,1,743.4
579955,21,2,6756.5
579961,7,5,101.67999999999999
579986,7,10,581.74
580031,7,4,153.05
580042,33,3,154.4
580061,7,3,107.13333333333334
580063,7,7,24.514285714285712
580068,20,1,498.6
580127,20,2,168.2
580132,8,13,667.0769230769232
580179,7,2,3096.9
580195,7,3,302.8666666666667
580196,33,4,395.25
580226,19,6,536.7333333333333
580229,21,88,569.8590909090908
580242,7,6,298.3333333333333
580276,20,7,464.8285714285715
580313,20,9,855.1777777777777
580351,33,2,130.79999999999998
580359,7,6,567.9666666666666
580421,7,2,216.0
580463,33,22,198.5
580481,7,11,615.7090909090911
580501,7,5,180.64000000000004
580525,7,1,1449.6
580533,19,3,374.46666666666664
580553,33,7,31.771428571428572
580556,7,5,203.56
580568,33,4,424.75
580581,33,23,381.9826086956523
580587,8,13,148.16923076923075
580597,20,3,210.0666666666667
580599,33,1,196.8
580621,20,2,171.60000000000002
580688,21,2,4291.6
580698,7,3,1614.0666666666666
580712,21,2,13.799999999999999
580745,7,3,166.0
580766,7,3,115.8
580772,20,5,304.32
580790,7,6,54.0
580795,7,1,436.8
580797,7,5,529.0
580803,7,5,2844.04
58081,21,18,81.66666666666666
580822,19,5,359.79999999999995
580850,8,3,165.13333333333335
580854,21,1,3734.8
580888,30,30,293.2066666666666
580895,7,3,151.73333333333332
5808,7,3,728.7333333333335
580923,7,4,230.70000000000002
580974,19,2,46.2
580989,7,18,297.40000000000003
581011,33,3,1470.3999999999999
581015,20,7,651.5428571428572
581018,7,6,1046.3999999999999
581033,33,2,1383.1
581048,7,9,895.911111111111
581054,7,1,278.4
581078,7,4,1571.4499999999998
581099,7,9,421.86666666666673
581120,7,9,960.7333333333333
581134,7,2,180.20000000000002
581157,30,7,417.08571428571435
581158,7,5,176.2
581170,20,43,303.52093023255816
581180,19,35,772.7028571428568
581210,7,16,612.3625
581228,20,4,1545.8999999999999
581249,7,2,242.9
581261,7,9,146.91111111111113
581268,31,3,139.86666666666665
581281,33,1,18.8
581288,20,1,840.8
58128,7,1,147.6
581293,27,18,1544.111111111111
581303,21,6,420.63333333333327
581331,19,2,68.30000000000001
581335,21,1,601.8
581338,33,2,74.7
581339,19,44,260.51363636363635
581352,27,1,3329.4
581363,7,10,115.51999999999998
581364,19,11,58.56363636363638
581368,7,2,1193.1999999999998
581370,19,2,453.0
581384,33,2,391.0
581389,33,7,847.5428571428571
581450,8,9,59.6888888888889
581466,19,3,321.4
581481,7,9,363.19999999999993
581536,7,9,240.44444444444446
581548,33,1,127.6
581559,7,1,134.6
581565,19,3,21.133333333333333
581595,19,4,73.3
581617,7,4,1115.4
581618,19,3,190.6
581674,7,10,77.14000000000001
581729,33,5,234.03999999999996
581748,20,11,86.14545454545454
581755,33,12,98.63333333333334
58175,19,6,741.1666666666666
581767,33,13,277.1384615384615
581771,21,25,755.1360000000001
581776,8,4,28.75
581791,33,19,108.52631578947371
581796,19,2,29.3
581810,8,3,31.666666666666668
581819,20,11,55.472727272727255
581836,7,14,353.0857142857144
581885,20,4,170.1
581894,20,7,293.0571428571429
581907,7,2,4055.2
581981,20,2,50.3
582065,19,12,374.20000000000005
582097,31,19,1082.610526315789
582158,7,4,48.449999999999996
582180,19,8,1840.875
582188,33,6,908.8000000000001
582210,19,2,354.8
582247,19,1,903.8
582262,20,5,1577.0400000000002
582285,19,5,8.239999999999998
582289,19,1,6.6
582313,19,4,666.1000000000001
582315,33,3,150.86666666666665
582339,7,6,600.4333333333334
582343,21,17,1389.8941176470594
58237,7,36,2493.111111111111
582414,7,6,198.1
582427,7,10,539.24
582479,33,15,253.5066666666667
582499,33,1,2709.6
582502,31,1,347.4
582524,7,6,136.73333333333332
582525,7,1,4477.0
582553,7,3,39.33333333333333
582563,33,7,96.48571428571428
582567,20,9,97.15555555555558
582612,21,3,286.3333333333333
582617,32,11,14927.454545454548
582619,20,6,72.00000000000001
582637,7,1,3978.2
582669,7,2,72.1
582680,19,4,209.34999999999997
582722,7,4,111.14999999999999
582740,7,2,155.4
58275,7,4,349.34999999999997
582766,7,5,11128.960000000001
582774,7,1,118.8
582800,7,3,160.79999999999998
582819,19,1,601.6
582826,33,1,2557.6
582837,30,3,77.4
582849,7,2,38.5
582854,7,2,2121.2999999999997
582863,7,1,1113.0
582877,33,7,60.42857142857144
582893,7,7,331.88571428571424
582895,19,8,1502.3249999999996
582928,7,5,672.76
582929,19,3,1650.8000000000002
582932,7,2,189.9
582936,33,13,53.49230769230769
582941,8,1,244.2
582964,20,1,699.4
582966,7,3,85.06666666666666
582967,19,4,325.3
582985,7,2,322.4
582986,31,3,216.9333333333333
583002,7,17,242.72941176470587
583005,7,6,78.26666666666667
583009,20,2,134.1
583018,7,9,60.733333333333334
583037,19,97,3346.6494845360844
583075,7,5,266.03999999999996
583106,20,2,516.6
583108,7,2,462.3
583110,7,4,913.5
583132,8,4,2434.5
583169,33,13,452.3384615384615
583178,19,10,559.8
583182,7,2,83.5
583194,33,5,43.720000000000006
583198,8,42,19.680952380952377
583202,33,19,695.4
583210,33,1,205.0
583215,19,3,171.0666666666667
583221,20,11,280.03636363636366
583225,7,1,93.4
583235,20,2,73.2
583248,7,5,408.28
583258,33,3,151.66666666666666
583307,30,11,64.49090909090908
583334,7,9,519.0444444444445
583376,33,1,327.6
583393,8,3,60.400000000000006
583421,7,1,674.4
583422,33,8,1031.0749999999998
583454,33,3,275.1333333333333
